Source,Target,Weight,abs_weight,Lag,relationship_type,source_index,target_index,influences_target,influenced_by_target,strength_category
Rainfall_x_BDT_USD_causal,Temperature_x_Sunshine_causal,0.4004970365286162,0.4004970365286162,0,contemporaneous,16,11,False,False,strong
Factory_Issue_to_Production_ratio_causal,Humidity_lag1_x_Sales_causal,-0.3992226518563527,0.3992226518563527,1,lagged_1,22,28,False,False,strong
Production,Rainfall_lag1_x_Sunshine_causal,0.39743477760687657,0.39743477760687657,1,lagged_1,1,35,False,False,strong
Rainfall_lag1_x_Sunshine_causal,BDT_USD,-0.3973682466001317,0.3973682466001317,0,contemporaneous,35,8,False,False,strong
Factory_Issue_to_Production_ratio_causal,Sales,-0.3901238884090432,0.3901238884090432,1,lagged_1,22,0,True,False,strong
Factory_Issue,Humidity_to_Sunshine_ratio_causal,0.3716127168590719,0.3716127168590719,1,lagged_1,2,19,False,False,strong
month_cos,dow_cos,0.37134192101118324,0.37134192101118324,0,contemporaneous,47,45,False,False,strong
Factory_Issue_to_Production_ratio_causal,Delivery_to_Production_ratio_causal,-0.36966637679169034,0.36966637679169034,1,lagged_1,22,23,False,False,strong
month_cos,dow_cos,-0.36853905137329585,0.36853905137329585,1,lagged_1,47,45,False,False,strong
Rainfall_to_BDT_USD_ratio_causal,Sales_causal_weighted_sum,-0.3648561369310878,0.3648561369310878,1,lagged_1,25,17,False,False,strong
Rainfall_x_Sunshine_causal,BDT_USD,0.35879666253649617,0.35879666253649617,0,contemporaneous,15,8,False,False,strong
Factory_Issue_x_Production_causal,Production,0.35775819885637483,0.35775819885637483,0,contemporaneous,13,1,False,False,strong
Rainfall_x_Sunshine_causal,is_weekend,-0.35705997110762716,0.35705997110762716,0,contemporaneous,15,38,False,False,strong
Rainfall_lag1_x_Sunshine_causal,Humidity_lag1_x_Sunshine_causal,0.3551555911260006,0.3551555911260006,0,contemporaneous,35,34,False,False,strong
iso_week,Production_lag1_x_Sales_causal,0.353809585029192,0.353809585029192,1,lagged_1,43,32,False,False,strong
Temperature_to_Humidity_ratio_causal,Rainfall_lag1_x_Sales_causal,0.35197197555794446,0.35197197555794446,1,lagged_1,18,27,False,False,strong
Rainfall_x_BDT_USD_causal,Sales,0.34981200117351186,0.34981200117351186,1,lagged_1,16,0,True,False,strong
Rainfall_x_BDT_USD_causal,Rainfall_x_Sunshine_causal,-0.3476667440208316,0.3476667440208316,0,contemporaneous,16,15,False,False,strong
Delivery_x_Production_causal,Temperature_to_Humidity_ratio_causal,-0.34583467224167924,0.34583467224167924,1,lagged_1,14,18,False,False,strong
iso_week,Rainfall_lag1_x_Sales_causal,-0.34032713307533413,0.34032713307533413,1,lagged_1,43,27,False,False,strong
Rainfall,Temperature_x_Sunshine_causal,0.34020051738672,0.34020051738672,0,contemporaneous,4,11,False,False,strong
Rainfall,BDT_USD,0.33666023173026227,0.33666023173026227,0,contemporaneous,4,8,False,False,strong
Factory_Issue_x_Production_causal,Humidity_to_Sunshine_ratio_causal,0.32827599252686657,0.32827599252686657,1,lagged_1,13,19,False,False,strong
Factory_Issue_x_Delivery_causal,dow,-0.3279584169911287,0.3279584169911287,1,lagged_1,12,37,False,False,strong
month,Rainfall_to_Sunshine_ratio_causal,-0.32508027185895116,0.32508027185895116,1,lagged_1,40,24,False,False,strong
Rainfall_to_BDT_USD_ratio_causal,Delivery_to_Production_ratio_causal,-0.3239815862460263,0.3239815862460263,1,lagged_1,25,23,False,False,strong
Factory_Issue,Temperature_to_Humidity_ratio_causal,0.3218362304417436,0.3218362304417436,1,lagged_1,2,18,False,False,strong
Rainfall_lag1_x_Sunshine_causal,Factory_Issue_to_Delivery_ratio_causal,0.3216090503912028,0.3216090503912028,1,lagged_1,35,21,False,False,strong
Factory_Issue_to_Delivery_ratio_causal,Humidity_lag1_x_Sales_causal,-0.3140195093922365,0.3140195093922365,1,lagged_1,21,28,False,False,strong
Temperature_lag1_x_Sales_causal,Sales,0.3130209510628933,0.3130209510628933,0,contemporaneous,31,0,True,False,strong
Rainfall_lag1_x_Sunshine_causal,Rainfall_to_Sunshine_ratio_causal,0.31142896635938655,0.31142896635938655,1,lagged_1,35,24,False,False,strong
Rainfall_x_Sunshine_causal,Humidity_lag1_x_Sunshine_causal,0.3111001014942081,0.3111001014942081,0,contemporaneous,15,34,False,False,strong
Factory_Issue_x_Delivery_causal,Factory_Issue_x_Production_causal,0.3060523229865732,0.3060523229865732,0,contemporaneous,12,13,False,False,strong
Sunshine,quarter,-0.30590825673420546,0.30590825673420546,1,lagged_1,5,41,False,False,strong
Rainfall_lag1_x_BDT_USD_causal,Rainfall_x_Sunshine_causal,0.30540987101555356,0.30540987101555356,0,contemporaneous,36,15,False,False,strong
Delivery_x_Production_causal,Humidity_to_Sunshine_ratio_causal,-0.30497515622445426,0.30497515622445426,1,lagged_1,14,19,False,False,strong
dow,Sales_causal_weighted_sum,0.3013125250778802,0.3013125250778802,0,contemporaneous,37,17,False,False,strong
Factory_Issue,is_weekend,0.30099687936697517,0.30099687936697517,1,lagged_1,2,38,False,False,strong
Rainfall_lag1_x_BDT_USD_causal,Rainfall_to_Sunshine_ratio_causal,-0.29763803414357426,0.29763803414357426,1,lagged_1,36,24,False,False,strong
Delivery_to_Production_ratio_causal,Temperature_lag1_x_Sales_causal,-0.2973074930744505,0.2973074930744505,1,lagged_1,23,31,False,False,strong
Temperature_x_Sunshine_causal,Temperature_x_Humidity_causal,-0.29715358211480164,0.29715358211480164,0,contemporaneous,11,9,False,False,strong
dow,Sales_causal_weighted_sum,-0.29294410182619807,0.29294410182619807,1,lagged_1,37,17,False,False,strong
Temperature_x_Sunshine_causal,Temperature_x_Humidity_causal,0.29268871459326595,0.29268871459326595,1,lagged_1,11,9,False,False,strong
Humidity_x_Sunshine_causal,BDT_USD,-0.29207627395376384,0.29207627395376384,0,contemporaneous,10,8,False,False,strong
dow,Delivery_to_Production_ratio_causal,-0.2906987679491607,0.2906987679491607,1,lagged_1,37,23,False,False,strong
Humidity_x_Sunshine_causal,BDT_USD,0.2849575032516911,0.2849575032516911,1,lagged_1,10,8,False,False,strong
month_cos,Rainfall,-0.28307806249321643,0.28307806249321643,1,lagged_1,47,4,False,False,strong
month_cos,Rainfall,0.28234144982892384,0.28234144982892384,0,contemporaneous,47,4,False,False,strong
Rainfall_lag1_x_Sunshine_causal,Humidity_x_Sunshine_causal,0.2796655668207192,0.2796655668207192,0,contemporaneous,35,10,False,False,strong
Rainfall_x_Sunshine_causal,Humidity_x_Sunshine_causal,-0.2763365918791531,0.2763365918791531,1,lagged_1,15,10,False,False,strong
Rainfall_lag1_x_Sunshine_causal,Rainfall_to_BDT_USD_ratio_causal,0.2759810149177391,0.2759810149177391,0,contemporaneous,35,25,False,False,strong
Rainfall_x_BDT_USD_causal,Rainfall_to_Sunshine_ratio_causal,0.2705366066588389,0.2705366066588389,1,lagged_1,16,24,False,False,strong
month_sin,Temperature_to_Humidity_ratio_causal,0.26958503373528164,0.26958503373528164,0,contemporaneous,46,18,False,False,strong
Rainfall_lag1_x_Sunshine_causal,Humidity,-0.26792134647499694,0.26792134647499694,0,contemporaneous,35,6,False,False,strong
Rainfall_x_BDT_USD_causal,Rainfall_x_BDT_USD_causal,0.26695501643872943,0.26695501643872943,1,lagged_1,16,16,False,False,strong
month,month_sin,0.26610056714633223,0.26610056714633223,1,lagged_1,40,46,False,False,strong
Sunshine,Humidity,-0.2653742012402809,0.2653742012402809,0,contemporaneous,5,6,False,False,strong
month,month_sin,-0.2642056210411335,0.2642056210411335,0,contemporaneous,40,46,False,False,strong
month_sin,Temperature_to_Humidity_ratio_causal,-0.2605787688283853,0.2605787688283853,1,lagged_1,46,18,False,False,strong
doy,Delivery_to_Production_ratio_causal,-0.2585903138784877,0.2585903138784877,1,lagged_1,42,23,False,False,strong
Factory_Issue,Temperature_x_Sunshine_causal,0.25854088333863384,0.25854088333863384,1,lagged_1,2,11,False,False,strong
Delivery_lag1_x_Sales_causal,BDT_USD_lag1_x_Sales_causal,-0.2569955008480839,0.2569955008480839,1,lagged_1,26,30,False,False,strong
doy,Factory_Issue_to_Production_ratio_causal,-0.25657902098464547,0.25657902098464547,1,lagged_1,42,22,False,False,strong
Delivery_x_Production_causal,doy,0.2562642966396026,0.2562642966396026,1,lagged_1,14,42,False,False,strong
Rainfall_x_BDT_USD_causal,dow_sin,-0.2513749392582526,0.2513749392582526,1,lagged_1,16,44,False,False,strong
Humidity_lag1_x_Sunshine_causal,Temperature_to_Sunshine_ratio_causal,-0.2512663316508514,0.2512663316508514,1,lagged_1,34,20,False,False,strong
Humidity_x_Sunshine_causal,is_weekend,0.25125043623194127,0.25125043623194127,1,lagged_1,10,38,False,False,strong
dow_cos,Delivery_to_Production_ratio_causal,-0.2470869657222447,0.2470869657222447,1,lagged_1,45,23,False,False,strong
dom,Factory_Issue_to_Production_ratio_causal,0.24351263860444305,0.24351263860444305,1,lagged_1,39,22,False,False,strong
Rainfall_x_Sunshine_causal,dom,0.24109044415105205,0.24109044415105205,0,contemporaneous,15,39,False,False,strong
is_weekend,Factory_Issue_to_Delivery_ratio_causal,-0.2404314123086806,0.2404314123086806,1,lagged_1,38,21,False,False,strong
dow,dow_cos,-0.23885854477495416,0.23885854477495416,0,contemporaneous,37,45,False,False,strong
Sales_causal_weighted_sum,dow_sin,0.23783913545311103,0.23783913545311103,1,lagged_1,17,44,False,False,strong
Factory_Issue,Rainfall_x_BDT_USD_causal,-0.2361187672883131,0.2361187672883131,1,lagged_1,2,16,False,False,strong
Factory_Issue,Delivery,-0.23402325742049981,0.23402325742049981,1,lagged_1,2,3,False,False,strong
Humidity_x_Sunshine_causal,Humidity_x_Sunshine_causal,0.23376748769348604,0.23376748769348604,1,lagged_1,10,10,False,False,strong
month_cos,Factory_Issue_to_Delivery_ratio_causal,-0.23265630554305972,0.23265630554305972,1,lagged_1,47,21,False,False,strong
Sales_causal_weighted_sum,dow_cos,0.23225186153214714,0.23225186153214714,1,lagged_1,17,45,False,False,strong
Rainfall_to_BDT_USD_ratio_causal,Humidity,0.23024527505706333,0.23024527505706333,0,contemporaneous,25,6,False,False,strong
dow,dow_cos,0.229865388483318,0.229865388483318,1,lagged_1,37,45,False,False,strong
dom,Delivery_to_Production_ratio_causal,0.22834212983444258,0.22834212983444258,1,lagged_1,39,23,False,False,strong
Rainfall_to_BDT_USD_ratio_causal,Humidity,-0.22778376099437528,0.22778376099437528,1,lagged_1,25,6,False,False,strong
doy,dow_sin,-0.22712195203911015,0.22712195203911015,0,contemporaneous,42,44,False,False,strong
BDT_USD,quarter,0.22706139222537472,0.22706139222537472,1,lagged_1,8,41,False,False,strong
Rainfall_lag1_x_BDT_USD_causal,Rainfall_to_BDT_USD_ratio_causal,0.2270152350435323,0.2270152350435323,0,contemporaneous,36,25,False,False,strong
doy,dow_sin,0.22663247280756021,0.22663247280756021,1,lagged_1,42,44,False,False,strong
Rainfall_to_BDT_USD_ratio_causal,dom,-0.22546961530103266,0.22546961530103266,1,lagged_1,25,39,False,False,strong
Rainfall_x_Sunshine_causal,dow_cos,0.22511013840982896,0.22511013840982896,1,lagged_1,15,45,False,False,strong
Factory_Issue,month_sin,-0.22490647700701982,0.22490647700701982,1,lagged_1,2,46,False,False,strong
Rainfall_to_BDT_USD_ratio_causal,dom,0.22414398202308258,0.22414398202308258,0,contemporaneous,25,39,False,False,strong
dom,dow_sin,0.22302916766537406,0.22302916766537406,0,contemporaneous,39,44,False,False,strong
dom,dow_sin,-0.2224993762518862,0.2224993762518862,1,lagged_1,39,44,False,False,strong
Sunshine,dom,0.22237943426826046,0.22237943426826046,0,contemporaneous,5,39,False,False,strong
Factory_Issue,month,0.22044529101454868,0.22044529101454868,1,lagged_1,2,40,False,False,strong
Production_lag1_x_Sales_causal,Temperature_lag1_x_Sales_causal,0.2182201508778977,0.2182201508778977,0,contemporaneous,32,31,False,False,strong
Rainfall_x_BDT_USD_causal,dom,-0.21556910494422388,0.21556910494422388,1,lagged_1,16,39,False,False,strong
BDT_USD_lag1_x_Sales_causal,Humidity_lag1_x_Sales_causal,0.21529341606494223,0.21529341606494223,0,contemporaneous,30,28,False,False,strong
Factory_Issue_to_Production_ratio_causal,Sunshine_lag1_x_Sales_causal,0.21175992450261386,0.21175992450261386,1,lagged_1,22,29,False,False,strong
month_sin,Factory_Issue_to_Delivery_ratio_causal,-0.21161085136191105,0.21161085136191105,1,lagged_1,46,21,False,False,strong
Factory_Issue_x_Production_causal,dow,-0.2105789275779355,0.2105789275779355,1,lagged_1,13,37,False,False,strong
Factory_Issue_to_Delivery_ratio_causal,BDT_USD_lag1_x_Sales_causal,-0.20989516438382805,0.20989516438382805,1,lagged_1,21,30,False,False,strong
Humidity_lag1_x_Sunshine_causal,is_weekend,-0.20922955994833062,0.20922955994833062,0,contemporaneous,34,38,False,False,strong
Humidity_x_Sunshine_causal,Rainfall_to_Sunshine_ratio_causal,-0.2060496735626638,0.2060496735626638,1,lagged_1,10,24,False,False,strong
Temperature,quarter,-0.20511728493940515,0.20511728493940515,1,lagged_1,7,41,False,False,strong
month_sin,Temperature_x_Sunshine_causal,0.20498365018233614,0.20498365018233614,0,contemporaneous,46,11,False,False,strong
Factory_Issue_lag1_x_Sales_causal,BDT_USD_lag1_x_Sales_causal,0.20349476197861155,0.20349476197861155,1,lagged_1,33,30,False,False,strong
quarter,BDT_USD,-0.20236880144512273,0.20236880144512273,0,contemporaneous,41,8,False,False,strong
quarter,BDT_USD,0.20165823591647197,0.20165823591647197,1,lagged_1,41,8,False,False,strong
quarter,Rainfall_lag1_x_BDT_USD_causal,-0.20139085887087102,0.20139085887087102,0,contemporaneous,41,36,False,False,strong
quarter,Rainfall_lag1_x_BDT_USD_causal,0.20128311180456845,0.20128311180456845,1,lagged_1,41,36,False,False,strong
month_sin,Temperature_x_Sunshine_causal,-0.200174356681607,0.200174356681607,1,lagged_1,46,11,False,False,strong
dow_sin,Delivery_to_Production_ratio_causal,0.19973624927215894,0.19973624927215894,1,lagged_1,44,23,False,False,strong
Humidity_lag1_x_Sunshine_causal,Sales_causal_weighted_sum,-0.1975903069042987,0.1975903069042987,1,lagged_1,34,17,False,False,strong
Rainfall_lag1_x_BDT_USD_causal,Humidity,-0.19748905484972853,0.19748905484972853,0,contemporaneous,36,6,False,False,strong
month,month_cos,0.19676701754243345,0.19676701754243345,1,lagged_1,40,47,False,False,strong
Factory_Issue,Humidity_lag1_x_Sunshine_causal,0.1959829034989217,0.1959829034989217,1,lagged_1,2,34,False,False,strong
Rainfall_lag1_x_BDT_USD_causal,Sunshine,-0.1952383215983999,0.1952383215983999,0,contemporaneous,36,5,False,False,strong
dow_sin,Factory_Issue_to_Delivery_ratio_causal,0.19455428181026946,0.19455428181026946,1,lagged_1,44,21,False,False,strong
month,month_cos,-0.19421675142669673,0.19421675142669673,0,contemporaneous,40,47,False,False,strong
Sunshine,BDT_USD,0.19362682355371474,0.19362682355371474,0,contemporaneous,5,8,False,False,strong
Rainfall_x_BDT_USD_causal,Humidity,0.19029040725935134,0.19029040725935134,0,contemporaneous,16,6,False,False,strong
month_cos,BDT_USD,0.18801373677451771,0.18801373677451771,0,contemporaneous,47,8,False,False,strong
Rainfall_x_BDT_USD_causal,Sunshine,0.1872455511716476,0.1872455511716476,1,lagged_1,16,5,False,False,strong
Factory_Issue_lag1_x_Sales_causal,Factory_Issue_lag1_x_Sales_causal,-0.18695767922736456,0.18695767922736456,1,lagged_1,33,33,False,False,strong
Factory_Issue_x_Delivery_causal,Temperature_to_Humidity_ratio_causal,0.18588877935352266,0.18588877935352266,1,lagged_1,12,18,False,False,strong
Temperature_to_Sunshine_ratio_causal,Factory_Issue_to_Delivery_ratio_causal,0.18521441647954529,0.18521441647954529,1,lagged_1,20,21,False,False,strong
month_cos,BDT_USD,-0.1848471710745627,0.1848471710745627,1,lagged_1,47,8,False,False,strong
month_sin,Sunshine,0.1841197958543063,0.1841197958543063,1,lagged_1,46,5,False,False,strong
month_sin,Sunshine,-0.18197821614138746,0.18197821614138746,0,contemporaneous,46,5,False,False,strong
dow_cos,Factory_Issue_to_Delivery_ratio_causal,0.18115014144859742,0.18115014144859742,1,lagged_1,45,21,False,False,strong
quarter,Temperature_x_Sunshine_causal,0.17802269118426786,0.17802269118426786,0,contemporaneous,41,11,False,False,strong
iso_week,Factory_Issue_lag1_x_Sales_causal,0.1775166985683071,0.1775166985683071,1,lagged_1,43,33,False,False,strong
Factory_Issue,Sunshine,-0.17738621995505988,0.17738621995505988,1,lagged_1,2,5,False,False,strong
quarter,Rainfall,-0.17661557048410803,0.17661557048410803,1,lagged_1,41,4,False,False,strong
quarter,Rainfall,0.17623946364456358,0.17623946364456358,0,contemporaneous,41,4,False,False,strong
Delivery_lag1_x_Sales_causal,Temperature_lag1_x_Sales_causal,0.17571011822246044,0.17571011822246044,1,lagged_1,26,31,False,False,strong
quarter,Temperature_x_Sunshine_causal,-0.17441987010805862,0.17441987010805862,1,lagged_1,41,11,False,False,strong
Temperature_x_Humidity_causal,Temperature_to_Sunshine_ratio_causal,0.17353462212901474,0.17353462212901474,1,lagged_1,9,20,False,False,strong
Factory_Issue_to_Production_ratio_causal,Temperature_lag1_x_Sales_causal,0.17225740651775148,0.17225740651775148,1,lagged_1,22,31,False,False,strong
Rainfall_to_BDT_USD_ratio_causal,dow_sin,-0.16942879824019388,0.16942879824019388,0,contemporaneous,25,44,False,False,strong
Rainfall_x_Sunshine_causal,Humidity,0.1692415224666918,0.1692415224666918,0,contemporaneous,15,6,False,False,strong
Production,Delivery,0.16783394342447547,0.16783394342447547,0,contemporaneous,1,3,False,False,strong
quarter,dow_sin,-0.16696345762368456,0.16696345762368456,1,lagged_1,41,44,False,False,strong
dow,is_weekend,0.16602443179265766,0.16602443179265766,0,contemporaneous,37,38,False,False,strong
quarter,dow_sin,0.16509918154815764,0.16509918154815764,0,contemporaneous,41,44,False,False,strong
dow,Factory_Issue_to_Delivery_ratio_causal,0.16447614976095792,0.16447614976095792,1,lagged_1,37,21,False,False,strong
Factory_Issue,Factory_Issue_x_Delivery_causal,0.16362621379996514,0.16362621379996514,1,lagged_1,2,12,False,False,strong
quarter,Sales_causal_weighted_sum,-0.16320575556216568,0.16320575556216568,1,lagged_1,41,17,False,False,strong
Factory_Issue_x_Production_causal,Temperature_to_Humidity_ratio_causal,0.16314714411301365,0.16314714411301365,1,lagged_1,13,18,False,False,strong
quarter,month_sin,-0.16120515757081866,0.16120515757081866,0,contemporaneous,41,46,False,False,strong
quarter,month_sin,0.16111308948907568,0.16111308948907568,1,lagged_1,41,46,False,False,strong
dow,is_weekend,-0.1602260034526554,0.1602260034526554,1,lagged_1,37,38,False,False,strong
Rainfall_to_BDT_USD_ratio_causal,dow_sin,0.1588453715682576,0.1588453715682576,1,lagged_1,25,44,False,False,strong
Sales_causal_weighted_sum,Humidity_to_Sunshine_ratio_causal,-0.15795258000252405,0.15795258000252405,1,lagged_1,17,19,False,False,strong
